block,representation,profile,concentration,estimator,a0
block_2,centers_24_standard,sparse_N8_unimodal_k6,6.0,fourier_M4,0.04218654669288956
block_2,centers_24_standard,sparse_N8_unimodal_k6,6.0,fourier_M6,0.0390691859616807
block_2,centers_24_standard,sparse_N8_unimodal_k6,6.0,fourier_M8,0.03364504335995085
block_2,centers_24_standard,sparse_N8_unimodal_k6,6.0,fourier_M12,0.04102361838478523
block_2,centers_24_standard,sparse_N8_unimodal_k6,6.0,unweighted_mean_g,0.046296296296296294
block_2,centers_24_standard,sparse_N8_unimodal_k6,6.0,density_weighted_mean_g,0.0418808066489557
block_2,centers_24_standard,sparse_N8_unimodal_k6,6.0,mirror_even_mean_g,0.046296296296296294
block_2,centers_24_standard,sparse_N16_antipodal_k6,6.0,fourier_M2,-0.12129522989928328
block_2,centers_24_standard,sparse_N16_antipodal_k6,6.0,fourier_M4,-0.11434559368700604
block_2,centers_24_standard,sparse_N16_antipodal_k6,6.0,fourier_M6,-0.11416531393304222
block_2,centers_24_standard,sparse_N16_antipodal_k6,6.0,fourier_M8,-0.1058738580899525
block_2,centers_24_standard,sparse_N16_antipodal_k6,6.0,fourier_M12,-0.12123580005714957
block_2,centers_24_standard,sparse_N16_antipodal_k6,6.0,unweighted_mean_g,-0.12268518518518517
