representation,scheme,d_shape,d_native,local_density,u_ensemble,d_orientation,policy_a,g_peer,e_tv
centers_24_standard,leave_one_profile_out,0.004873469987650854,0.21240266942478703,205.19260455772854,0.0,0.6183027782153269,0.0,0,0.5386681474985261
centers_24_standard,leave_one_profile_out,0.005818571385346595,0.2123998378903788,171.8634925608003,0.0,0.7374543292140485,0.0,0,0.3859214198133617
centers_24_standard,leave_one_profile_out,0.024168449834547523,0.2124003828912906,41.37625734566363,0.0,0.7386661469289764,0.0,0,0.3532415636050087
centers_24_standard,leave_one_profile_out,0.05388193456869218,0.21240376113287426,18.559096068184694,0.0,0.7352022411536454,0.0,0,0.5537183700036599
centers_24_standard,leave_one_profile_out,0.15810618450987385,0.033354946060428395,6.32486327527276,0.0,0.7309223602666733,0.0,0,0.32071069548283804
centers_24_standard,leave_one_profile_out,0.20365191667422108,0.06039184179911681,4.910339251064771,0.0,0.7329531521454776,0.0,0,0.27205372272833617
centers_24_standard,leave_one_profile_out,0.20986664353290613,0.03106520631125909,4.764930639600212,0.0,0.7372530022145749,0.0,0,0.3378098013914621
centers_24_standard,leave_one_profile_out,0.38771552985536656,0.18608985847705872,2.579210588683513,0.0,0.7402012501047756,1.0,0,0.4365781549194293
centers_24_standard,leave_one_profile_out,0.4303346341839769,0.186089858477061,2.323772990980037,0.0,0.6182399467951538,1.0,0,0.6168593261359825
centers_24_standard,leave_one_profile_out,0.2036519166742246,0.031065206311258933,4.910339251064687,0.0,0.5601330511812084,0.0,0,0.39606963190366096
centers_24_standard,leave_one_profile_out,0.19438023081758274,0.06039184179911481,5.144556088826008,0.0,0.7331379659391662,0.0,0,0.2642423695967959
centers_24_standard,leave_one_profile_out,0.15497517215794376,0.03335494606042643,6.452646485727692,0.0,0.644015660957692,0.0,0,0.3302737226045034
centers_24_standard,leave_one_profile_out,0.06557872789434697,0.2124032871321426,15.248847181224479,0.0,0.7342894810258138,0.0,0,0.3054046385941996
